job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio
Miscellaneous agricultural worker,Home health aide,0.5449428117146228,0.82177734375,0.70654296875,28.7,87.2
Surveying and mapping technician,Skincare specialist,0.5449116713926685,0.79296875,0.73779296875,12.0,99.0
Shuttle driver,Travel agent,0.5449116713926685,0.79296875,0.73779296875,10.7,79.7
Logistician,Teller,0.5448640450179149,0.8720703125,0.65185546875,38.7,78.9
Postsecondary teacher,Speech-language pathologist,0.5448493907487599,0.7353515625,0.80029296875,46.6,94.3
Insulation worker,Laundry worker,0.5448310729123161,0.826171875,0.70166015625,5.0,74.5
Web developer,First-line supervisor of food preparation and serving workers,0.5448274093450274,0.7919921875,0.73876953125,19.4,53.5
Sheet metal worker,Sewing machine operator,0.5448274093450274,0.7919921875,0.73876953125,6.5,70.7
Chef,Paralegal,0.5448255775613831,0.77490234375,0.75732421875,23.3,83.0
Cafeteria attendant,Travel agent,0.5447871101048513,0.80859375,0.720703125,43.3,79.7
Cutting worker,School psychologist,0.5447578015665414,0.796875,0.7333984375,31.1,87.9
Surveying and mapping technician,School psychologist,0.5447468108646751,0.8251953125,0.70263671875,12.0,87.9
Industrial production manager,Floral designer,0.5446588852497454,0.7900390625,0.74072265625,19.1,89.1
Mechanical engineer,Floral designer,0.5446588852497454,0.7900390625,0.74072265625,10.1,89.1
Electrical and electronics engineer,Fundraiser,0.5446460627642348,0.80126953125,0.728515625,11.6,74.9
Police officer,File Clerk,0.5446295767114355,0.7783203125,0.75341796875,14.4,76.0
Electrician,Special education teacher,0.5446295767114355,0.7783203125,0.75341796875,2.9,86.6
Painting worker,Nursing assistant,0.5445636325002381,0.8173828125,0.7109375,11.3,90.1
Computer systems analyst,Dental assistant,0.5445489782310832,0.8115234375,0.71728515625,37.8,92.8
Refractory machinery mechanic,Miscellaneous health technician,0.5445068472072626,0.81103515625,0.7177734375,3.9,72.7
Building cleaner,Medical assistant,0.5444793704525971,0.81640625,0.7119140625,38.7,88.8
Chief executive,Probation officer,0.5444757068853083,0.7822265625,0.7490234375,30.6,57.4
Logistician,Exercise trainer,0.5444500619142871,0.8046875,0.724609375,38.7,56.7
Operation manager,Food batchmaker,0.5444207533759773,0.79296875,0.7373046875,37.1,55.7
Electrical power-line installer,Real estate broker,0.544389613054023,0.76416015625,0.7685546875,2.3,57.0
Electrical power-line installer,Customer service representative,0.5443731270012236,0.7412109375,0.79345703125,2.3,65.3
Messenger,Marketing specialist,0.5443639680830017,0.78662109375,0.744140625,27.8,61.7
Security guard,Payroll and timekeeping clerk,0.5443419866792694,0.84326171875,0.6826171875,24.9,88.2
Computer support specialist,Veterinary assistant,0.5443181734918925,0.751953125,0.78173828125,26.2,79.6
Chiropractor,Biological scientist,0.5443108463573151,0.814453125,0.7138671875,41.1,55.0
Web developer,Home health aide,0.5442668835498501,0.796875,0.73291015625,19.4,87.2
Miscellaneous agricultural worker,Biological scientist,0.5442522292806953,0.791015625,0.7392578125,28.7,55.0
Correctional officer,Loan officer,0.5442375750115402,0.78515625,0.74560546875,33.9,51.6
Cafeteria attendant,Physician assistant,0.5441514811802548,0.76708984375,0.76513671875,43.3,68.8
Sheet metal worker,Operations research analyst,0.5441331633438111,0.85791015625,0.66650390625,6.5,55.0
Aircraft mechanic,Travel agent,0.544127667992878,0.806640625,0.72216796875,4.3,79.7
Chief executive,Medical records specialist,0.5441240044255893,0.7724609375,0.75927734375,30.6,88.9
Cook,Teaching assistant,0.5440983594545681,0.794921875,0.73486328125,39.8,79.5
Cost estimator,Dental assistant,0.544058060214392,0.8115234375,0.716796875,17.7,92.8
Chemical technician,Editor,0.5440470695125258,0.83984375,0.68603515625,35.0,56.6
Electrical and electronic engineering technician,Laundry worker,0.5440159291905714,0.81103515625,0.71728515625,11.6,74.5
Property assessor,Pharmacy technician,0.5439829570849728,0.76513671875,0.76708984375,34.2,79.3
Mechanical engineer,Personal care aide,0.5439756299503953,0.82763671875,0.69921875,10.1,79.8
Chief executive,Tutor,0.5439628074648847,0.8388671875,0.68701171875,30.6,70.4
First-line supervisor of police and detectives,Postal service clerk,0.5439573121139516,0.78759765625,0.74267578125,10.5,54.1
Cutting worker,Physical therapist assistant,0.5439133493064867,0.77001953125,0.76171875,31.1,68.7
First-line supervisor of security workers,Healthcare social worker,0.5439005268209762,0.78125,0.74951171875,22.5,77.9
Chemists and materials scientist,Insurance sales agent,0.5438748818499549,0.8037109375,0.72509765625,36.0,54.9
Dishwasher,Bartender,0.5438730500663105,0.78662109375,0.74365234375,23.1,50.8
Computer programmer,Phlebotomist,0.5438638911480886,0.83203125,0.6943359375,21.5,90.3
Cook,Medical appliance technician,0.5438602275808,0.7978515625,0.7314453125,39.8,58.9
Computer hardware engineer,Childcare administrator,0.5437979469368914,0.740234375,0.7939453125,5.9,68.6
Computer support specialist,Pharmacist,0.5437759655331589,0.796875,0.732421875,26.2,57.8
Software developer,Recreation worker,0.5437429934275603,0.7509765625,0.7822265625,20.2,58.9
Wastewater treatment system operator,Mental health counselor,0.5437338345093384,0.79638671875,0.73291015625,7.3,74.6
Counter and rental clerk,Fundraiser,0.5437320027256941,0.779296875,0.75146484375,38.7,74.9
Chemists and materials scientist,Compliance officer,0.5437063577546728,0.8017578125,0.72705078125,36.0,51.8
Computer systems manager,Skincare specialist,0.5436623949472079,0.7841796875,0.74609375,27.7,99.0
Chemical engineer,Food batchmaker,0.5436367499761868,0.806640625,0.7216796875,21.6,55.7
Photographer,Lodging manager,0.543578132899567,0.783203125,0.7470703125,48.5,61.6
Computer numerically controlled tool operator,Legal secretary,0.5435671421977007,0.8115234375,0.71630859375,7.8,96.4
Printing press operator,Medical secretary,0.5435341700921021,0.765625,0.76611328125,24.7,92.8
Gambling services worker,Miscellaneous health technician,0.5435323383084577,0.74853515625,0.78466796875,40.2,72.7
Stocker,Medical appliance technician,0.5434828801500597,0.810546875,0.71728515625,36.5,58.9
Building cleaner,Public relations manager,0.5434535716117498,0.798828125,0.72998046875,38.7,66.4
Pest control worker,Animal trainer,0.5434517398281054,0.78173828125,0.74853515625,5.1,69.1
Electrician,Registered nurse,0.543449908044461,0.7646484375,0.76708984375,2.9,87.4
Miscellaneous agricultural worker,Receptionist,0.5434260948570843,0.80419921875,0.72412109375,28.7,89.1
Pest control worker,Special education teacher,0.5434242630734398,0.787109375,0.74267578125,5.1,86.6
Construction and building inspector,Occupational therapist,0.5434132723715737,0.8154296875,0.7119140625,10.5,88.6
Computer numerically controlled tool operator,Loan officer,0.5433986181024187,0.8095703125,0.71826171875,7.8,51.6
Telecommunication equipment installer,Home health aide,0.5433546552949537,0.7919921875,0.7373046875,5.9,87.2
Aerospace engineer,First-line supervisor of food preparation and serving workers,0.5433290103239325,0.814453125,0.712890625,15.2,53.5
Property assessor,Massage therapist,0.5433253467566439,0.7802734375,0.75,34.2,83.7
Computer systems manager,Recreation worker,0.5433216831893551,0.74609375,0.787109375,27.7,58.9
Chiropractor,Administrative services manager,0.5433180196220664,0.8427734375,0.68212890625,41.1,74.0
Construction equipment operator,Loan officer,0.5433106924874889,0.7744140625,0.75634765625,1.0,51.6
Wastewater treatment system operator,Speech-language pathologist,0.5432923746510452,0.734375,0.7998046875,7.3,94.3
Dentist,Artist,0.5432850475164677,0.796875,0.73193359375,39.5,51.6
Cleaner of vehicle and equipment,Public relations specialist,0.5432850475164677,0.796875,0.73193359375,20.4,76.2
First-line supervisor of retail sales workers,Dental hygienist,0.5432740568146015,0.8251953125,0.701171875,44.6,95.7
Financial and investment analyst,Massage therapist,0.5432703932473129,0.791015625,0.73828125,43.9,83.7
Sales manager,Sewing machine operator,0.5432374211417141,0.7451171875,0.7880859375,33.1,70.7
Dentist,Physical therapist,0.5432117761706929,0.767578125,0.763671875,39.5,67.5
Project management specialist,Respiratory therapist,0.5432081126034042,0.7333984375,0.80078125,47.3,62.4
Telecommunication equipment installer,Secondary school teacher,0.5432044490361154,0.830078125,0.69580078125,5.9,56.9
Telecommunication equipment installer,Translator,0.5431604862286505,0.8125,0.71484375,5.9,74.4
Security guard,Data entry keyer,0.5431513273104287,0.85791015625,0.66552734375,24.9,72.7
Chiropractor,Veterinary technician,0.5430634016954989,0.82275390625,0.70361328125,41.1,89.9
Parking attendant,Medical and health services manager,0.5430615699118546,0.8056640625,0.72216796875,13.5,71.8
Web and digital interface designer,Home health aide,0.5430469156426996,0.7998046875,0.728515625,42.7,87.2
Truck mechanic,Dental assistant,0.5430450838590553,0.78271484375,0.7470703125,1.6,92.8
Training and development manager,Fast food and counter worker,0.5430322613735447,0.7939453125,0.73486328125,48.0,66.3
Refractory machinery mechanic,Receptionist,0.5430212706716784,0.822265625,0.7041015625,3.9,89.1
Bench carpenter,Artist,0.5429663171623473,0.8330078125,0.6923828125,5.5,51.6
Gambling services worker,Massage therapist,0.5429461675422593,0.77587890625,0.75439453125,40.2,83.7
Aircraft mechanic,Medical secretary,0.5429040365184388,0.775390625,0.7548828125,4.3,92.8
Construction laborer,Medical scientist,0.5428893822492837,0.76953125,0.76123046875,4.5,51.8
Pest control worker,Physician assistant,0.5428765597637732,0.78076171875,0.7490234375,5.1,68.8
Cleaner of vehicle and equipment,Operations research analyst,0.5428674008455513,0.826171875,0.69970703125,20.4,55.0
Correctional officer,Registered nurse,0.5428564101436851,0.7236328125,0.81103515625,33.9,87.4
Financial and investment analyst,Preschool and kindergarten teacher,0.5428490830091076,0.7861328125,0.7431640625,43.9,96.7
Construction laborer,Billing and posting clerk,0.5428380923072413,0.814453125,0.71240234375,4.5,91.4
Parking attendant,Medical assistant,0.5428234380380864,0.80859375,0.71875,13.5,88.8
Cleaner of vehicle and equipment,Administrative services manager,0.5428234380380864,0.80859375,0.71875,20.4,74.0
Surgeon,File Clerk,0.5428216062544421,0.79150390625,0.7373046875,20.0,76.0
Chemical technician,Entertainment and recreation manager,0.5428179426871533,0.75732421875,0.7744140625,35.0,50.1
Dentist,Special education teacher,0.5428124473362202,0.8369140625,0.68798828125,39.5,86.6
Aerospace engineer,Dental hygienist,0.5427959612834209,0.81396484375,0.712890625,15.2,95.7
Printing press operator,Psychiatric technician,0.5427904659324878,0.7626953125,0.7685546875,24.7,69.5
Supervisor of transportation and material moving workers,Licensed practical nurse,0.5427684845287554,0.8193359375,0.70703125,25.5,88.7
Mechanical engineer,Cashier,0.5427538302596004,0.8134765625,0.71337890625,10.1,69.8
Criminal investigator,Payroll and timekeeping clerk,0.5427428395577342,0.841796875,0.6826171875,26.3,88.2
Parking attendant,Operations research analyst,0.5427281852885791,0.8359375,0.68896484375,13.5,55.0
Facilities manager,Preschool and kindergarten teacher,0.5427245217212904,0.8017578125,0.72607421875,23.4,96.7
Surgeon,Travel agent,0.5426952131829805,0.7900390625,0.73876953125,20.0,79.7
Logistician,Licensed practical nurse,0.5426842224811144,0.818359375,0.7080078125,38.7,88.7
Chemists and materials scientist,File Clerk,0.5426842224811144,0.818359375,0.7080078125,36.0,76.0
Cost estimator,Cashier,0.5426549139428044,0.806640625,0.720703125,17.7,69.8
Director,Medical records specialist,0.5425962968661846,0.783203125,0.74609375,43.6,88.9
Architectural and engineering manager,Fast food and counter worker,0.542583474380674,0.79443359375,0.73388671875,12.8,66.3
Aerospace engineer,Laundry worker,0.5425578294096527,0.81689453125,0.70947265625,15.2,74.5
Lawyer,Dental assistant,0.5424827262802336,0.7705078125,0.759765625,39.5,92.8
Supervisor of transportation and material moving workers,Physician assistant,0.5424717355783674,0.798828125,0.72900390625,25.5,68.8
Pest control worker,Pharmacy technician,0.5424699037947229,0.78173828125,0.74755859375,5.1,79.3
Chef,Skincare specialist,0.5424021277998813,0.8037109375,0.7236328125,23.3,99.0
Construction equipment operator,Medical assistant,0.5423966324489482,0.75244140625,0.779296875,1.0,88.8
Computer network architect,Surgical technologist,0.5423874735307264,0.7978515625,0.72998046875,7.7,76.9
Transportation ticket agent,Loan interviewer,0.5423874735307264,0.7978515625,0.72998046875,45.9,76.9
Carpenter,Order clerk,0.542336183588684,0.8427734375,0.68115234375,3.1,58.3
Printing press operator,Substance abuse and behavioral disorder counselor,0.5423196975358846,0.81982421875,0.7060546875,24.7,78.1
First-line supervisor of housekeeping and janitorial workers,Elementary and middle school teacher,0.5423105386176628,0.865234375,0.65673828125,44.1,78.6
First-line supervisor of production and operating workers,Secondary school teacher,0.5422793982957085,0.83642578125,0.68798828125,23.5,56.9
Computer programmer,Entertainment and recreation manager,0.5422629122429092,0.8134765625,0.712890625,21.5,50.1
Postsecondary teacher,Fast food and counter worker,0.5422464261901099,0.79052734375,0.73779296875,46.6,66.3
Miscellaneous agricultural worker,Financial manager,0.5422336037045992,0.8017578125,0.7255859375,28.7,56.2
Refractory machinery mechanic,Psychiatric technician,0.5422317719209548,0.78466796875,0.744140625,3.9,69.5
Barber,Editor,0.5422061269499336,0.80712890625,0.7197265625,28.4,56.6
Retail salesperson,Food batchmaker,0.5421933044644232,0.818359375,0.70751953125,49.2,55.7
Telecommunication line installer,Artist,0.5421639959261132,0.806640625,0.72021484375,5.3,51.6
Operation manager,Floral designer,0.5421621641424688,0.78955078125,0.73876953125,37.1,89.1
Automotive service mechanic,Registered nurse,0.5421420145223808,0.732421875,0.80078125,2.5,87.4
Highway maintenance worker,Loan officer,0.5421346873878032,0.794921875,0.73291015625,2.2,51.6
Chemical engineer,Massage therapist,0.5421328556041589,0.77783203125,0.75146484375,21.6,83.7
Retail salesperson,Massage therapist,0.5421310238205145,0.7607421875,0.77001953125,49.2,83.7
Supervisor of transportation and material moving workers,Childcare administrator,0.5421200331186483,0.7890625,0.7392578125,25.5,68.6
First-line supervisor of firefighting and prevention workers,Executive secretary,0.5421163695513596,0.7548828125,0.7763671875,6.1,90.0
Stocker,Food batchmaker,0.5420943881476271,0.8115234375,0.71484375,36.5,55.7
Computer systems manager,Pharmacist,0.5420504253401622,0.7939453125,0.73388671875,27.7,57.8
Miscellaneous agricultural worker,Social and community service manager,0.5420504253401622,0.7939453125,0.73388671875,28.7,71.7
Highway maintenance worker,Tax preparer,0.5420504253401622,0.7939453125,0.73388671875,2.2,66.3
Correctional officer,Insurance sales agent,0.5420449299892292,0.74267578125,0.78955078125,33.9,54.9
Chef,Real estate broker,0.5420101260999861,0.810546875,0.7158203125,23.3,57.0
Electrician,Translator,0.5420101260999861,0.810546875,0.7158203125,2.9,74.4
Truck mechanic,Housekeeping cleaner,0.5419954718308311,0.8046875,0.72216796875,1.6,88.4
Materials engineer,Floral designer,0.5419936400471868,0.78759765625,0.74072265625,13.5,89.1
Transportation service attendant,Nursing assistant,0.5419881446962537,0.736328125,0.79638671875,23.4,90.1
Construction manager,Elementary and middle school teacher,0.5419533408070106,0.80419921875,0.72265625,10.6,78.6
Aircraft mechanic,Physical therapist assistant,0.5419478454560774,0.7529296875,0.7783203125,4.3,68.7
Building cleaner,Public relations specialist,0.5418672469757252,0.7861328125,0.7421875,38.7,76.2
Automotive service mechanic,Recreation worker,0.5418635834084364,0.751953125,0.779296875,2.5,58.9
Surgeon,First-line supervisor of food preparation and serving workers,0.5418287795191934,0.81982421875,0.70556640625,20.0,53.5
Boiler operator,Dental assistant,0.5418287795191934,0.81982421875,0.70556640625,7.1,92.8
Computer network architect,Licensed practical nurse,0.5418269477355491,0.802734375,0.72412109375,7.7,88.7
Roofer,Human resources worker,0.5417976391972392,0.791015625,0.73681640625,4.4,76.5
Electrical and electronics engineer,Physical therapist assistant,0.5417939756299504,0.7568359375,0.77392578125,11.6,68.7
Telecommunication line installer,Laundry worker,0.541757339957063,0.8076171875,0.71875,5.3,74.5
Stocker,Nursing assistant,0.5417445174715524,0.81884765625,0.70654296875,36.5,90.1
Electrical power-line installer,Insurance sales agent,0.541638274020179,0.74365234375,0.7880859375,2.3,54.9
First-line supervisor of police and detectives,First-line supervisor of office and administrative support workers,0.5416364422365345,0.7265625,0.806640625,10.5,65.8
Barber,Bartender,0.5416181244000908,0.8173828125,0.7080078125,28.4,50.8
Lawyer,Licensed practical nurse,0.5415576755398266,0.77685546875,0.751953125,39.5,88.7
Telecommunication line installer,Paralegal,0.5414642545739637,0.8212890625,0.70361328125,5.3,83.0
Computer systems analyst,Occupational therapist,0.5414477685211645,0.79833984375,0.728515625,37.8,88.6
Parts salesperson,Special education teacher,0.5414349460356539,0.8095703125,0.71630859375,22.9,86.6
Boiler operator,Fast food and counter worker,0.5414349460356539,0.8095703125,0.71630859375,7.1,66.3
Cook,Psychiatric aide,0.5414202917664989,0.8037109375,0.72265625,39.8,53.5
Landscaping and groundskeeping worker,Nurse practitioner,0.5413909832281889,0.7919921875,0.7353515625,7.3,89.8
Electrician,Dental hygienist,0.5413781607426784,0.80322265625,0.72314453125,2.9,95.7
Messenger,Social and community service manager,0.541376328959034,0.7861328125,0.74169921875,27.8,71.7
Counter and rental clerk,Bartender,0.5413341979352135,0.78564453125,0.7421875,38.7,50.8
Electrician,Pharmacy technician,0.5413195436660585,0.77978515625,0.74853515625,2.9,79.3
Messenger,Crossing guard,0.5413103847478367,0.8251953125,0.69921875,27.8,55.8
Photographer,Sewing machine operator,0.541306721180548,0.791015625,0.736328125,48.5,70.7
First-line supervisor of correctional officers,First-line supervisor of office and administrative support workers,0.5412444405366393,0.7333984375,0.798828125,35.9,65.8
Food service manager,Radiologic technician,0.5412426087529949,0.71630859375,0.8173828125,46.7,70.3
Refractory machinery mechanic,Medical scientist,0.5411821598927308,0.806640625,0.71923828125,3.9,51.8
Private detective,Receptionist,0.5411381970852659,0.7890625,0.73828125,43.0,89.1
Correctional officer,Pharmacy technician,0.5411327017343327,0.73779296875,0.7939453125,33.9,79.3
Pest control worker,Loan interviewer,0.541123542816111,0.783203125,0.74462890625,5.1,76.9
Automotive service mechanic,Respiratory therapist,0.5411052249796672,0.7431640625,0.7880859375,2.5,62.4
Transportation service attendant,Fast food and counter worker,0.5410942342778009,0.771484375,0.75732421875,23.4,66.3
Chemists and materials scientist,Real estate broker,0.5410832435759347,0.7998046875,0.7265625,36.0,57.0
Retail salesperson,Healthcare social worker,0.541064925739491,0.759765625,0.77001953125,49.2,77.9
Aircraft mechanic,Occupational therapist,0.541064925739491,0.759765625,0.77001953125,4.3,88.6
Security guard,Recreation worker,0.5410630939558467,0.74267578125,0.78857421875,24.9,58.9
Telecommunication equipment installer,School psychologist,0.5410575986049135,0.822265625,0.7021484375,5.9,87.9
Telecommunication line installer,Teaching assistant,0.5410429443357586,0.81640625,0.70849609375,5.3,79.5
Painting worker,Phlebotomist,0.5410429443357586,0.81640625,0.70849609375,11.3,90.3
Telecommunication line installer,Entertainment and recreation manager,0.5410392807684699,0.7822265625,0.74560546875,5.3,50.1
Police officer,Insurance sales agent,0.5410356172011812,0.748046875,0.78271484375,14.4,54.9
Chemical technician,Postal service clerk,0.5410209629320262,0.7421875,0.7890625,35.0,54.1
Electrical power-line installer,Marketing specialist,0.5409513551535401,0.7470703125,0.78369140625,2.3,61.7
Landscaping and groundskeeping worker,Skincare specialist,0.540916551264297,0.81494140625,0.7099609375,7.3,99.0
Pest control worker,First-line supervisor of office and administrative support workers,0.5409000652114977,0.7919921875,0.73486328125,5.1,65.8
Construction equipment operator,Housekeeping cleaner,0.5408725884568322,0.79736328125,0.72900390625,1.0,88.4
Crane and tower operator,Payroll and timekeeping clerk,0.5408634295386103,0.8427734375,0.6796875,2.9,88.2
Truck mechanic,Social and community service manager,0.5408286256493673,0.77978515625,0.748046875,1.6,71.7
Bench carpenter,Sewing machine operator,0.5408048124619905,0.8193359375,0.705078125,5.5,70.7
Cutting worker,Substance abuse and behavioral disorder counselor,0.5408048124619905,0.8193359375,0.705078125,31.1,78.1
Printing press operator,Loan interviewer,0.5407901581928356,0.8134765625,0.71142578125,24.7,76.9
Software developer,Waiter,0.5407883264091912,0.79638671875,0.72998046875,20.2,68.8
Aircraft pilot,Marketing specialist,0.540768176789103,0.7392578125,0.7919921875,8.3,61.7
Painter,Medical scientist,0.5407590178708812,0.78466796875,0.74267578125,10.4,51.8
Telecommunication equipment installer,Exercise trainer,0.5407461953853706,0.7958984375,0.73046875,5.9,56.7
Messenger,Real estate broker,0.5407352046835044,0.82421875,0.69970703125,27.8,57.0
Machinist,Public relations manager,0.5407352046835044,0.82421875,0.69970703125,6.3,66.4
Construction laborer,First-line supervisor of food preparation and serving workers,0.5407315411162157,0.7900390625,0.73681640625,4.5,53.5
Financial and investment analyst,Exercise trainer,0.5406912418760396,0.806640625,0.71875,43.9,56.7
Retail salesperson,Phlebotomist,0.5406894100923951,0.78955078125,0.7373046875,49.2,90.3
Training and development manager,Radiologic technician,0.5406802511741733,0.7041015625,0.830078125,48.0,70.3
Truck mechanic,File Clerk,0.5406472790685747,0.7890625,0.73779296875,1.6,76.0
Cleaner of vehicle and equipment,Medical and health services manager,0.5406472790685747,0.7890625,0.73779296875,20.4,71.8
Printing press operator,Biological scientist,0.5406069798283984,0.8056640625,0.7197265625,24.7,55.0
Chemists and materials scientist,Nursing assistant,0.5405923255592435,0.7998046875,0.72607421875,36.0,90.1
Financial and investment analyst,Dental hygienist,0.5405666805882223,0.822265625,0.70166015625,43.9,95.7
First-line supervisor of firefighting and prevention workers,Training and development specialist,0.5405630170209337,0.7880859375,0.73876953125,6.1,56.7
Parking attendant,Medical secretary,0.5405630170209337,0.7880859375,0.73876953125,13.5,92.8
Boiler operator,Paralegal,0.5405373720499125,0.810546875,0.71435546875,7.1,83.0
Painter,Human resources worker,0.5405080635116025,0.798828125,0.72705078125,10.4,76.5
Training and development manager,Dental hygienist,0.5404695960550707,0.83251953125,0.6904296875,48.0,95.7
Actor,Tutor,0.5404677642714264,0.8154296875,0.708984375,47.0,70.4
Computer programmer,Pharmacist,0.540451278218627,0.79248046875,0.73388671875,21.5,57.8
Paramedic,Surgical technologist,0.540451278218627,0.79248046875,0.73388671875,29.5,76.9
Painter,Mental health counselor,0.5404384557331164,0.8037109375,0.7216796875,10.4,74.6
Industrial production manager,Respiratory therapist,0.5403761750892079,0.74609375,0.7841796875,19.1,62.4
Chemists and materials scientist,Training and development specialist,0.5403541936854754,0.802734375,0.72265625,36.0,56.7
Construction manager,Laundry worker,0.5403248851471656,0.791015625,0.7353515625,10.6,74.5
Food service manager,Phlebotomist,0.5403248851471656,0.791015625,0.7353515625,46.7,90.3
Chemists and materials scientist,Supervisor of personal care and service workers,0.5403248851471656,0.791015625,0.7353515625,36.0,65.8
Materials engineer,Massage therapist,0.5403102308780106,0.78515625,0.74169921875,13.5,83.7
First-line supervisor of production and operating workers,Translator,0.5402992401761444,0.8134765625,0.7109375,23.5,74.4
Cafeteria attendant,Customer service representative,0.5402662680705457,0.767578125,0.7607421875,43.3,65.3
Financial and investment analyst,Fast food and counter worker,0.5402406230995245,0.7900390625,0.736328125,43.9,66.3
Training and development manager,Surgical technologist,0.5401966602920596,0.7724609375,0.75537109375,48.0,76.9
Purchasing manager,Teller,0.5401929967247708,0.869140625,0.650390625,47.7,78.9
First-line supervisor of construction trades and extraction workers,Interior designer,0.5401435385663729,0.80029296875,0.72509765625,5.1,85.3
Property assessor,Physical therapist,0.5401380432154398,0.7490234375,0.78076171875,34.2,67.5
Correctional officer,Receptionist,0.5401270525135735,0.77734375,0.75,33.9,89.1
Painting worker,Billing and posting clerk,0.540119725378996,0.83984375,0.68212890625,11.3,91.4
Electrical power-line installer,Social and community service manager,0.5401087346771298,0.7373046875,0.79345703125,2.3,71.7
Supervisor of transportation and material moving workers,Probation officer,0.540099575758908,0.78271484375,0.744140625,25.5,57.4
Roofer,Marketing manager,0.5400867532733973,0.7939453125,0.73193359375,4.4,62.4
Director,Dental hygienist,0.5400446222495768,0.79345703125,0.732421875,43.6,95.7
Painter,Public relations manager,0.5400317997640662,0.8046875,0.72021484375,10.4,66.4
Chemical technician,Fast food and counter worker,0.5399585284182915,0.775390625,0.751953125,35.0,66.3
Database administrator,First-line supervisor of food preparation and serving workers,0.5399475377164252,0.8037109375,0.72119140625,30.8,53.5
Aircraft mechanic,Billing and posting clerk,0.5399475377164252,0.8037109375,0.72119140625,4.3,91.4
Actor,Bartender,0.5399182291781153,0.7919921875,0.73388671875,47.0,50.8
Automotive service mechanic,Dental hygienist,0.5399182291781153,0.7919921875,0.73388671875,2.5,95.7
Database administrator,Recreation worker,0.5398852570725167,0.74609375,0.78369140625,30.8,58.9
Painting worker,Tutor,0.5398815935052279,0.8427734375,0.6787109375,11.3,70.4
Gambling services worker,Medical secretary,0.5398706028033617,0.740234375,0.7900390625,40.2,92.8
Stocker,Waiter,0.5398614438851399,0.78564453125,0.74072265625,36.5,68.8
Civil engineer,Surgical technologist,0.5398486213996292,0.796875,0.728515625,16.9,76.9
Telecommunication line installer,Occupational therapist,0.5398339671304744,0.791015625,0.73486328125,5.3,88.6
Supervisor of transportation and material moving workers,Ophthalmic medical technician,0.5398083221594532,0.8134765625,0.71044921875,25.5,73.7
Photographer,Medical records specialist,0.5398046585921643,0.779296875,0.74755859375,48.5,88.9
Correctional officer,Medical secretary,0.53980282680852,0.76220703125,0.76611328125,33.9,92.8
Landscaping and groundskeeping worker,Ophthalmic medical technician,0.5397900043230094,0.7734375,0.75390625,7.3,73.7
Gambling services worker,Psychiatric technician,0.5397716864865657,0.7333984375,0.79736328125,40.2,69.5
Architectural and engineering manager,Speech-language pathologist,0.5397277236791008,0.7158203125,0.81640625,12.8,94.3
Building cleaner,Personal care aide,0.5397240601118121,0.8125,0.71142578125,38.7,79.8
Cafeteria attendant,Phlebotomist,0.5397203965445233,0.7783203125,0.74853515625,43.3,90.3
Parts salesperson,Physician assistant,0.5397203965445233,0.7783203125,0.74853515625,22.9,68.8
Electrician,Massage therapist,0.5397057422753684,0.7724609375,0.7548828125,2.9,83.7
Landscaping and groundskeeping worker,Massage therapist,0.5396947515735022,0.80078125,0.72412109375,7.3,83.7
Construction manager,Personal care aide,0.539654452333326,0.8173828125,0.7060546875,10.6,79.8
Printing press operator,Nursing assistant,0.5396507887660373,0.783203125,0.7431640625,24.7,90.1
Industrial truck and tractor operator,Mental health counselor,0.5396397980641711,0.8115234375,0.71240234375,9.5,74.6
Software quality tester,Teller,0.539604994174928,0.87939453125,0.638671875,44.1,78.9
Painting worker,Manicurist,0.5395866763384842,0.83935546875,0.68212890625,11.3,83.5
Police officer,Receptionist,0.5395646949347519,0.76513671875,0.7626953125,14.4,89.1
Supervisor of transportation and material moving workers,Phlebotomist,0.5395591995838187,0.8447265625,0.67626953125,25.5,90.3
Mechanical engineer,Postal service clerk,0.5395518724492413,0.7763671875,0.75048828125,10.1,54.1
Aircraft mechanic,Teaching assistant,0.5395518724492413,0.7763671875,0.75048828125,4.3,79.5
Parking attendant,Entertainment and recreation manager,0.5395390499637307,0.78759765625,0.73828125,13.5,50.1
Pest control worker,Payroll and timekeeping clerk,0.5395152367763538,0.8271484375,0.6953125,5.1,88.2
Crane and tower operator,Insurance claims and policy processing clerk,0.5395152367763538,0.8271484375,0.6953125,2.9,80.1
Cost estimator,Filling machine operator,0.5395024142908433,0.83837890625,0.68310546875,17.7,57.3
Gambling services worker,Physical therapist assistant,0.5394932553726214,0.7529296875,0.77587890625,40.2,68.7
Photographer,Supervisor of personal care and service workers,0.539471273968889,0.8095703125,0.71435546875,48.5,65.8
First-line supervisor of retail sales workers,Floral designer,0.539456619699734,0.8037109375,0.720703125,44.6,89.1
Counter and rental clerk,Waiter,0.539456619699734,0.8037109375,0.720703125,38.7,68.8
Building cleaner,Biological scientist,0.5394547879160896,0.78662109375,0.7392578125,38.7,55.0
Director,Pharmacist,0.5394529561324453,0.76953125,0.7578125,43.6,57.8
Facilities manager,Floral designer,0.5394273111614241,0.7919921875,0.7333984375,23.4,89.1
Database administrator,Probation officer,0.5394273111614241,0.7919921875,0.7333984375,30.8,57.4
